17,17,3,24,26,23,17,29,17,17,17,17,17,17,27,23,27,27,19,17,17,17,17,17,17,17,17,28,28,17
17,26,19,18,4,25,17,17,17,28,17,25,27,21,19,18,29,26,27,24,27,19,25,24,17,17,17,3,17,17
17,24,23,27,24,17,29,17,19,17,19,4,20,3,26,27,17,7,20,17,26,3,27,4,24,17,17,17,23,17
29,26,23,3,25,17,17,17,19,17,18,24,7,17,17,17,25,17,17,17,23,7,19,7,20,27,25,17,17,17
17,4,21,29,17,17,28,17,17,21,26,23,17,17,17,17,17,17,17,17,17,17,17,29,24,19,24,17,17,17
23,24,19,27,28,28,17,17,17,18,23,25,17,17,17,20,17,17,17,29,17,28,17,17,23,4,27,24,17,17
19,20,3,17,17,17,17,17,21,20,3,25,17,17,17,17,17,17,23,17,17,17,17,17,17,27,23,7,17,17
17,7,17,25,17,23,17,17,19,17,26,24,17,17,17,17,17,17,17,17,17,17,17,26,17,29,3,27,25,17
23,19,24,17,17,17,17,17,17,18,27,3,27,27,17,17,28,17,17,17,17,17,17,17,17,4,19,24,17,17
17,24,21,17,17,29,17,17,17,17,17,23,18,24,17,17,17,17,17,27,17,28,17,17,17,17,26,27,3,17
26,27,17,19,4,17,17,28,17,19,17,24,17,26,17,21,17,27,21,17,17,28,17,17,17,21,29,4,17,17
17,23,3,18,17,17,17,28,17,17,17,17,25,27,20,19,23,17,19,27,17,17,17,17,17,7,27,23,17,17
17,19,24,19,7,25,17,17,17,17,17,17,17,23,19,18,17,26,17,17,17,17,17,17,17,24,19,27,23,17
17,17,26,21,19,23,17,17,20,17,17,28,17,17,17,23,24,25,27,17,17,28,17,17,7,17,26,20,17,17
29,17,27,17,3,24,19,24,27,17,17,17,17,17,17,17,24,17,17,17,17,29,17,17,29,27,27,23,17,17
28,17,17,27,17,19,20,18,17,23,17,17,17,17,17,17,17,28,17,17,17,17,17,17,24,23,19,4,17,17
17,17,17,17,17,24,17,17,7,24,27,25,19,4,17,17,26,17,17,17,17,17,17,21,27,4,24,17,25,17
17,20,17,17,17,17,17,26,17,17,26,19,24,19,29,17,20,17,17,23,17,29,7,27,20,17,26,17,17,17
17,17,29,17,28,17,17,17,23,17,17,21,20,23,7,19,29,25,27,17,26,19,24,23,19,27,17,17,17,17
18,17,17,17,23,28,28,17,17,17,17,17,17,24,17,24,23,29,7,24,19,7,25,4,17,17,25,17,17,17
