23,18,27,3,17,17,19,17,17,17,17,19,17,17,28,17,17,17,17,17,17,17,19,17,17,17,19,17,17,17
26,25,26,18,21,3,17,17,27,17,17,17,19,17,17,17,17,20,17,17,19,17,17,17,17,17,17,17,17,17
25,19,23,19,23,29,20,17,17,17,17,17,17,17,17,24,17,17,17,17,17,17,23,17,17,17,21,17,19,17
18,4,19,25,24,18,24,23,17,17,17,17,27,17,17,17,17,17,17,19,17,17,17,17,17,17,17,17,17,17
17,17,20,17,26,26,25,27,4,26,17,25,17,17,17,17,17,19,17,17,17,17,17,17,26,17,17,24,17,17
17,17,17,17,24,3,29,23,18,27,17,18,17,17,17,7,17,17,17,17,17,28,7,17,17,17,17,17,17,17
17,17,27,17,17,17,21,17,25,24,20,27,17,17,17,17,17,17,17,17,17,17,17,17,17,28,4,17,20,17
17,17,17,17,17,17,17,17,17,17,19,17,19,17,17,17,21,17,17,17,19,17,17,17,19,17,17,17,17,17
17,17,23,17,17,7,17,17,17,17,23,17,18,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,19,17,24,25,27,17,26,17,17,19,17,28,17,17,17,23,17,19,17
17,19,17,7,17,19,28,17,17,27,17,17,21,26,29,3,23,27,17,17,17,17,17,28,17,17,17,17,17,17
17,17,17,17,17,24,28,17,17,17,17,17,17,17,23,27,29,20,17,25,17,17,17,17,17,17,17,17,17,17
17,26,17,28,17,17,17,17,17,17,17,17,17,17,17,17,6,24,18,27,17,17,19,17,17,17,17,17,7,17
17,17,17,23,23,17,17,17,19,17,17,17,17,17,17,17,25,4,19,19,25,27,3,17,25,17,17,19,17,17
17,24,17,17,17,17,17,17,17,17,17,17,17,19,17,17,17,27,17,20,27,26,17,23,17,17,17,17,17,17
17,17,28,7,17,19,17,17,17,17,17,17,17,17,17,17,17,27,17,19,17,26,18,17,27,21,17,17,17,17
27,17,17,17,17,27,17,17,26,17,17,20,17,27,17,17,17,17,17,17,27,17,17,20,17,26,18,17,23,17
17,17,19,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,17,19,3,20,17,17,26
17,17,17,17,17,27,17,26,17,17,17,17,17,17,19,17,17,17,19,17,17,27,24,17,27,23,17,26,17,25
17,27,17,17,17,17,17,17,17,17,17,24,17,23,17,17,7,17,17,17,17,17,17,17,17,24,17,20,18,3
