17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,23,17,17,17,17
17,17,23,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,17,17,17
17,17,17,17,17,17,21,17,17,17,17,23,17,17,17,23,17,17,17,17,24,17,17,17,17,17,23,17,17,17
17,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,24,24,24,24,25,25,17,25,17,23,17,17,17
17,17,17,17,17,17,17,17,17,17,23,23,17,26,17,17,17,23,23,17,17,17,17,17,17,17,23,17,17,17
17,17,17,17,17,25,17,17,17,17,23,26,26,17,17,17,17,17,23,17,17,17,17,17,26,17,17,17,17,17
17,23,17,17,17,25,17,17,17,17,17,17,17,17,17,17,24,17,23,17,17,17,17,17,26,26,17,17,17,17
17,23,23,17,17,17,17,17,17,17,17,17,17,17,17,17,24,23,23,17,17,17,17,17,17,17,17,17,17,17
17,23,23,17,17,17,26,17,17,17,17,25,17,17,17,17,17,24,17,17,25,25,17,17,17,17,17,24,17,17
17,17,17,17,17,17,17,23,23,24,24,24,25,17,17,17,23,24,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,25,17,17,24,24,17,17,17,17,17,17,17,17,23,24,17,17,26,17,17,17,24,17,17,17,17
17,24,17,17,25,17,17,24,24,17,17,17,17,17,17,24,24,24,24,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,24,24,24,17,17,17,17,17,17,17,17,17,17,23,17,17,17,17,17,17,17,17,21,17,17
17,17,24,24,17,17,25,17,17,17,17,17,17,23,17,17,17,17,23,17,17,17,17,17,17,17,17,17,17,17
17,17,24,24,17,17,26,25,17,17,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,17,17,17
17,23,23,25,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,17,24,17
23,23,17,25,17,17,26,17,17,17,17,17,17,17,17,17,17,17,17,26,17,17,17,23,17,17,17,17,17,17
23,17,17,25,17,17,26,26,17,17,17,17,17,17,17,23,23,17,17,17,26,17,17,23,17,23,23,17,17,17
17,17,23,23,17,25,25,17,17,17,17,17,17,17,17,17,17,17,17,23,23,17,17,17,17,17,23,17,17,17
17,17,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,17,17,17
