24,19,26,17,17,3,24,20,17,17,17,21,17,17,23,18,17,17,14,15,16,17,28,17,19,17,17,4,17,19
4,17,6,17,7,27,17,17,17,4,6,23,3,26,17,17,3,14,10,11,10,16,17,7,17,6,26,5,7,17
17,26,5,20,29,17,3,14,15,15,15,15,16,14,15,15,15,10,8,11,9,10,15,16,20,17,17,25,18,20
6,17,4,19,17,14,15,8,10,10,10,10,13,0,10,10,10,10,11,10,10,10,10,13,24,17,3,17,17,26
17,18,23,17,14,8,11,10,9,10,11,10,8,16,0,10,11,9,10,11,10,8,10,13,23,18,17,28,7,17
18,17,17,3,12,10,11,10,10,10,10,9,10,13,14,10,10,11,10,10,8,10,10,2,17,17,29,17,5,17
20,4,24,14,10,9,10,8,10,10,8,10,10,10,9,10,10,8,10,8,10,1,2,3,17,4,17,17,3,19
17,25,23,0,10,10,10,10,11,10,10,11,10,11,10,10,10,10,10,10,2,4,27,17,6,17,19,28,17,17
19,17,6,17,12,11,10,9,10,10,8,10,10,10,8,10,11,10,10,13,5,6,23,29,17,6,17,17,18,17
17,4,17,5,12,10,10,10,1,2,12,11,8,10,10,10,9,8,10,13,7,3,17,18,19,17,3,17,17,19
17,29,17,14,10,8,10,13,21,14,10,10,9,10,11,10,10,10,11,10,16,7,17,25,17,24,17,5,17,17
7,17,19,12,10,9,10,10,15,8,11,10,10,11,10,8,10,11,10,10,10,15,16,17,6,28,17,17,7,17
17,17,6,12,10,10,10,9,10,10,10,10,9,10,10,10,8,10,10,8,10,10,10,15,16,17,19,24,23,17
3,18,20,12,10,10,10,11,10,11,8,8,10,10,11,10,10,10,8,10,11,10,8,10,10,16,17,18,17,4
17,23,27,12,8,11,9,10,8,10,10,11,10,10,8,10,11,11,9,10,9,10,10,8,10,13,17,17,21,17
17,4,17,0,10,8,10,10,10,10,10,10,10,1,1,10,9,10,10,10,10,10,9,10,10,13,14,16,3,7
17,19,17,3,0,10,10,9,9,10,8,1,2,5,6,0,10,10,11,10,1,10,8,10,10,2,12,9,16,17
6,17,17,17,24,0,10,10,10,10,13,3,7,17,4,20,0,10,8,13,14,10,10,1,2,5,12,11,13,17
6,17,5,17,18,17,0,1,1,1,2,4,6,18,26,7,23,0,1,2,0,1,2,3,6,14,9,10,2,7
23,24,17,26,28,29,17,3,17,29,17,21,17,17,17,17,19,17,17,4,17,26,17,20,17,0,1,2,4,17
