26,27,17,25,17,24,17,17,28,6,17,27,27,17,17,28,17,18,17,17,17,26,17,17,17,19,17,17,5,17
17,17,17,5,14,15,16,3,17,18,17,5,17,29,17,4,17,29,17,21,17,28,17,3,17,17,4,17,17,6
23,4,17,14,10,8,11,16,17,29,17,4,19,17,17,17,17,17,23,17,23,27,17,17,17,27,17,28,29,17
27,29,17,12,8,9,9,8,16,17,20,17,17,14,15,16,17,7,17,28,7,17,17,14,15,15,15,16,17,17
6,17,27,12,11,8,10,10,13,27,19,17,14,10,9,8,16,17,27,17,24,17,24,12,11,9,10,8,16,7
17,17,17,0,1,10,9,8,2,24,17,6,12,8,11,10,2,14,15,15,16,17,14,10,9,8,10,8,13,17
17,21,27,6,3,0,1,2,26,17,7,14,9,1,1,2,14,11,10,10,8,16,0,8,10,11,9,10,2,28
27,17,17,28,28,17,14,15,15,15,16,0,2,5,17,24,12,10,9,8,11,10,16,0,1,1,1,2,17,17
23,17,18,23,17,14,10,8,10,9,10,16,17,4,3,17,12,8,11,10,9,10,10,16,25,24,17,4,17,18
17,17,3,17,14,11,10,11,10,10,11,13,25,17,17,7,0,10,10,9,10,9,10,8,16,17,17,29,21,17
17,4,17,5,12,10,9,10,10,8,10,10,16,17,21,29,17,0,10,10,8,11,10,10,2,14,16,17,17,27
17,17,17,14,11,8,10,10,9,11,8,10,13,17,18,17,26,17,0,1,9,10,1,2,14,10,10,15,16,17
26,17,29,12,10,9,8,11,10,10,9,10,2,24,29,17,14,16,17,3,0,2,3,14,8,10,8,11,10,16
17,20,27,12,10,11,10,11,10,10,11,13,5,25,14,15,11,10,15,16,17,17,24,12,10,9,10,10,9,13
17,3,17,0,10,8,9,10,9,10,10,13,14,15,11,8,10,8,10,13,17,5,28,0,8,11,9,10,10,13
19,17,27,6,0,10,10,11,8,10,10,2,12,10,9,10,9,10,9,10,16,4,6,17,12,10,8,11,8,2
28,28,17,17,17,0,1,9,10,1,2,17,0,8,10,11,10,10,11,10,2,7,17,20,0,9,10,8,2,7
27,17,7,19,17,27,17,0,2,28,23,17,26,0,10,9,10,8,10,13,7,28,29,17,27,0,1,2,5,7
4,17,21,17,17,17,17,28,17,17,7,27,17,17,0,1,8,10,1,2,17,23,17,21,17,17,17,17,3,6
17,17,28,17,5,17,6,17,17,26,17,17,18,27,17,17,0,2,3,29,17,17,27,17,17,3,17,28,17,26
