17,17,17,17,17,17,17,17,17,20,17,17,17,17,17,17,17,26,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,26,17,17,17,17,17,17,17,17
17,17,5,19,17,20,17,17,17,14,15,15,15,15,15,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17
26,17,17,17,17,17,17,3,14,10,10,10,10,10,10,10,10,16,17,17,5,17,17,17,17,17,26,17,17,17
17,17,17,17,19,3,17,14,10,10,10,10,10,10,10,10,10,10,15,16,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,14,10,9,10,10,10,10,10,10,10,10,10,10,10,16,17,17,17,17,21,17,17,17,17
17,17,26,17,17,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,17,17,17,17,17,17,17,17
17,17,17,17,3,12,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,16,17,17,17,17,17,17,17
17,21,17,17,17,12,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,13,17,17,17,17,20,17,17
17,17,17,17,3,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,17,17,17,17,17,17
17,17,19,17,14,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,13,17,17,17,17,17,17
17,20,17,17,12,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,2,17,17,17,17,17,17
17,17,17,17,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,17,17,17,17,17,17,17
17,17,17,17,17,0,1,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,2,17,17,17,17,23,17,17
17,23,17,26,17,17,3,0,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,0,1,1,1,1,10,10,10,10,10,10,1,2,17,17,17,17,3,17,17,17,26
17,17,19,17,17,17,17,17,17,17,17,3,17,0,1,1,1,1,2,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,5,26,17,17,17,20,17,17,17,17,17,17,17,17,17,17,20,17,17,17,17,21,17,17,17
28,28,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,23,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
